0.31	930      
0.36	1025      
0.4	1113       
0.44	1190      
0.48	1285      
0.52	1338     
0.56	1386     
0.59	1406     
0.64	1412     
0.31	77.5     
0.36	81.2     
0.4	82.5     
0.44	80.8     
0.48	86.2     
0.52	89.4     
0.56	96.3     
0.59	94.3     
0.64	96.8     
0.31	0.384    
0.36	0.409    
0.4	0.461    
0.44	0.426    
0.48	0.458    
0.52	0.483    
0.56	0.472    
0.59	0.452   
0.64	0.379    
